Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57390.raw
A0A023PZB8	YE079_YEAST	YER079C-A	Putative uncharacterized membrane protein YER079C-A	1	1	344226
A0A0B4J1V1;A0A0B4J1X8;A0A0C4DH32;P01762;P01763;P01766;P01780;P01782;P0DP04	HV307_HUMAN;HV309_HUMAN;HV311_HUMAN;HV313_HUMAN;HV320_HUMAN;HV321_HUMAN;HV343_HUMAN;HV348_HUMAN;HV43D_HUMAN	IGHV3-11;IGHV3-13;IGHV3-20;IGHV3-21;IGHV3-43;IGHV3-43D;IGHV3-48;IGHV3-7;IGHV3-9	Immunoglobulin heavy variable 3-21	1	0	2.03841e+06
A0A0B4J2D5;P0DPI2	GAL3A_HUMAN;GAL3B_HUMAN	GATD3A;GATD3B	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	7	0	1.77304e+06
A0A0B4J2F0	PIOS1_HUMAN	PIGBOS1	Protein PIGBOS1	1	1	178461
A0A0H2VDI7;P0AAE0	CYCA_ECOL6;CYCA_ECOLI	cycA	D-serine/D-alanine/glycine transporter	2	2	14391.1
A0A0U1RRE5	NBDY_HUMAN	NBDY	Negative regulator of P-body association	1	1	17536.8
A0A0U1RRL7	MMPOS_HUMAN	MMP24OS	Protein MMP24OS	1	1	3038.73
A0A4P7TS68;P0AA16;P0AA20;P0AA21	OMPR_ECOLI;OMPR_SALTI;OMPR_SHIFL;OMPR_SHIFM	ompR	DNA-binding dual transcriptional regulator OmpR	3	3	452710
A0AV96	RBM47_HUMAN	RBM47	RNA-binding protein 47	6	6	202711
A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6	26	26	4.08954e+06
A0B7E1;A1VCZ9;B8DKU0;Q72AX2	DAPA_DESVH;DAPA_DESVM;DAPA_DESVV;DAPA_METTP	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	180619
A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2	13	13	3.05455e+06
A0JNW5	UH1BL_HUMAN	UHRF1BP1L	UHRF1-binding protein 1-like	2	2	10111.9
A0MZ66	SHOT1_HUMAN	SHTN1	Shootin-1	14	14	3.54598e+06
A0PJW6	TM223_HUMAN	TMEM223	Transmembrane protein 223	3	3	691608
A0PK00	T120B_HUMAN	TMEM120B	Transmembrane protein 120B	1	1	7609.7
A1A4S6	RHG10_HUMAN	ARHGAP10	Rho GTPase-activating protein 10	1	1	111730
A1A9Q9;P0A8G6	NQOR_ECOK1;NQOR_ECOLI	Ecok1_09050;wrbA	NAD(P)H dehydrogenase (quinone)	4	0	5.53262e+06
A1ADR4;A7ZPJ8;A8A2P2;B1IX74;P0A6V8;P0A6V9;Q0TF72;Q1R8X8;Q8FFD4	GLK_ECO24;GLK_ECO57;GLK_ECOHS;GLK_ECOK1;GLK_ECOL5;GLK_ECOL6;GLK_ECOLC;GLK_ECOLI;GLK_ECOUT	glk	Glucokinase	4	4	1.56095e+06
A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	8	8	396624
A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	3	3	6914.07
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	1	1	13611.7
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	20	20	6.99449e+06
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	4	3	1.76031e+06
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	6	6	982584
A4XJU0;B9MRD1	DAPA_CALBD;DAPA_CALS8	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	8411.42
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	10	1	1.33713e+08
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	1	1	3203.17
A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	1	1	55235.5
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	34	34	4.47566e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	77477.5
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	909999
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	7	7	1.83967e+06
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	3	3	72901.5
A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	1	1	3122.59
A6NEF3;A6NEM1;A6NI86;H0YKK7	GG6L4_HUMAN;GG6L9_HUMAN;GG6LA_HUMAN;GG6LS_HUMAN	GOLGA6L10;GOLGA6L19;GOLGA6L4;GOLGA6L9	Golgin subfamily A member 6-like protein 4	1	0	500465
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	2.65971e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	23	23	1.19109e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	4	3	1.40662e+06
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	4	4	60469.9
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	4	4	1.66158e+06
A6ZKI3;Q9BWD3	RTL8A_HUMAN;RTL8C_HUMAN	RTL8A;RTL8C	Retrotransposon Gag-like protein 8C	2	0	93767.5
A7ZHC0;A7ZVX9;B1IRE5;B1XBF6;B2U250;B6HYX9;B7L4F3;B7M0C7;B7N7Q5;C4ZPV7;P04036;Q326J2;Q3Z5X9	DAPB_ECO24;DAPB_ECO55;DAPB_ECO8A;DAPB_ECOBW;DAPB_ECODH;DAPB_ECOHS;DAPB_ECOLC;DAPB_ECOLI;DAPB_ECOLU;DAPB_ECOSE;DAPB_SHIB3;DAPB_SHIBS;DAPB_SHISS	dapB	4-hydroxy-tetrahydrodipicolinate reductase	3	3	43528.7
